Countrycode,Seriescode,Description
SYR,NE.CON.PRVT.PP.CD,Estimates are based on regression.
SYR,NE.CON.PRVT.PP.KD,Estimates are based on regression.
SYR,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
SYR,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
SYR,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
SYR,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
SYR,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
SYR,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
SYR,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
SYR,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
SYR,PA.NUS.PPP,Estimates are based on regression.
SYR,PA.NUS.PPPC.RF,Estimates are based on regression.
SYR,PA.NUS.PRVT.PP,Estimates are based on regression.
SYR,SH.XPD.EXTR.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.OOPC.TO.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.OOPC.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PCAP,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PCAP.PP.KD,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PRIV.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PUBL,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PUBL.GX.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.PUBL.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SH.XPD.TOTL.ZS,The exchange rate used for the Syrian Arab Republic is the rate for non-commercial transactions from the Central Bank of Syria.
SYR,SM.POP.NETM,Data sources : United Nations World Population Prospects
SYR,SM.POP.REFG,Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).
SYR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for the Syrian Arab Republic include Palestinian refugees registered by UNRWA.
SYR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
SYR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
SYR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
SYR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
SYR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
SYR,SP.DYN.LE00.IN,Derived using male and female life expectancy
SYR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
SYR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
SYR,SP.POP.GROW,"Data sources: United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
SYR,SP.POP.TOTL,"Data sources : United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
TCA,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
TCA,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TCA,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TCA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TCA,SP.POP.GROW,Data sources: United Nations World Population Prospects
TCA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TCD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2014 is based on data from the BIS. Data include the effects of HIPC debt relief.
TCD,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
TCD,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TCD,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TCD,SM.POP.NETM,Data sources : United Nations World Population Prospects
TCD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
TCD,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TCD,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TCD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TCD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TCD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TCD,SP.DYN.LE00.IN,Derived using male and female life expectancy
TCD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TCD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TCD,SP.POP.GROW,Data sources: United Nations World Population Prospects
TCD,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TGO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2014 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
TGO,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TGO,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TGO,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TGO,SM.POP.NETM,Data sources : United Nations World Population Prospects
TGO,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
TGO,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TGO,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TGO,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TGO,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TGO,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TGO,SP.DYN.LE00.IN,Derived using male and female life expectancy
TGO,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TGO,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TGO,SP.POP.GROW,Data sources: United Nations World Population Prospects
TGO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
THA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
THA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
THA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
THA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
THA,SM.POP.NETM,Data sources : United Nations World Population Prospects
THA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
THA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
THA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
THA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
THA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
THA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
THA,SP.DYN.LE00.IN,Derived using male and female life expectancy
THA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
THA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
THA,SP.POP.GROW,Data sources: United Nations World Population Prospects
THA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TJK,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2014 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2014 is based on data from the BIS. Data include MDRI debt relief.
TJK,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TJK,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TJK,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TJK,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.
TJK,SM.POP.NETM,Data sources : United Nations World Population Prospects
TJK,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TJK,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TJK,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TJK,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TJK,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TJK,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TJK,SP.DYN.LE00.IN,Derived using male and female life expectancy
TJK,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TJK,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TJK,SP.POP.GROW,Data sources: United Nations World Population Prospects
TJK,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TKM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data (excluding bonds) only cover European Bank for Reconstruction and Development lending. Short-term debt for 2014 is based on data from the BIS.
TKM,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TKM,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TKM,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TKM,FB.AST.NPER.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
TKM,FB.BNK.CAPA.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
TKM,NE.CON.PRVT.PP.CD,Estimates are based on regression.
TKM,NE.CON.PRVT.PP.KD,Estimates are based on regression.
TKM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
TKM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
TKM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
TKM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
TKM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
TKM,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
TKM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
TKM,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
TKM,PA.NUS.PPP,Estimates are based on regression.
TKM,PA.NUS.PPPC.RF,Estimates are based on regression.
TKM,PA.NUS.PRVT.PP,Estimates are based on regression.
TKM,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. On 01 January 2009 Turkmenistan introduced the new manat ISO code TMT. The exchange rate between the old and the new currency is 1 TMT = 5000 TMM. The entire health expenditure series has been adjusted.
TKM,SM.POP.NETM,Data sources : United Nations World Population Prospects
TKM,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TKM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TKM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TKM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TKM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TKM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TKM,SP.DYN.LE00.IN,Derived using male and female life expectancy
TKM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TKM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TKM,SP.POP.GROW,Data sources: United Nations World Population Prospects
TKM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TMP,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
TMP,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TMP,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TMP,NE.CON.PRVT.PP.CD,Estimates are based on regression.
TMP,NE.CON.PRVT.PP.KD,Estimates are based on regression.
TMP,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
TMP,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
TMP,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
TMP,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
TMP,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
TMP,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
TMP,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
TMP,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
TMP,PA.NUS.PPP,Estimates are based on regression.
TMP,PA.NUS.PPPC.RF,Estimates are based on regression.
TMP,PA.NUS.PRVT.PP,Estimates are based on regression.
TMP,SE.XPD.TOTL.GD.ZS,GDP does not include the income from petroleum.
TMP,SG.GEN.PARL.ZS,"The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections"
TMP,SH.XPD.EXTR.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.OOPC.TO.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.OOPC.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PCAP,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PCAP.PP.KD,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PRIV.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PUBL,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PUBL.GX.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.PUBL.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SH.XPD.TOTL.ZS,Oil GDP (includes the income from petroleum) is being used for denominators. The country became independent in 2002. However NHA estimates have been produced for previous years based on the available macro data. Until 2007 the fiscal year ended in June. There was then a transition period in the second quarter of 2007 to make the fiscal year equal to the calendar year. Expenditure data have been allocated exceptionally to the previous calendar year (i.e. 2000 data covers the fiscal year 1999-2000).
TMP,SM.POP.NETM,Data sources : United Nations World Population Prospects
TMP,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TMP,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TMP,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TMP,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TMP,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TMP,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TMP,SP.DYN.LE00.IN,Derived using male and female life expectancy
TMP,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TMP,SP.DYN.TFRT.IN,"Data sources : United Nations World Population Prospects, DHS 2009"
TMP,SP.POP.GROW,"Data sources: National Statistics Directorate, United Nations World Population Prospects"
TMP,SP.POP.TOTL,"Data sources : National Statistics Directorate, United Nations World Population Prospects"
TON,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2014 is based on data from the BIS.
TON,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
TON,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TON,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TON,SG.GEN.PARL.ZS,"No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members."
TON,SM.POP.NETM,Data sources : United Nations World Population Prospects
TON,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TON,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TON,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TON,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TON,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TON,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TON,SP.DYN.LE00.IN,Derived using male and female life expectancy
TON,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TON,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TON,SP.POP.GROW,Data sources: United Nations World Population Prospects
TON,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TTO,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TTO,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TTO,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TTO,SM.POP.NETM,Data sources : United Nations World Population Prospects
TTO,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
TTO,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TTO,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TTO,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TTO,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TTO,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TTO,SP.DYN.LE00.IN,Derived using male and female life expectancy
TTO,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TTO,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TTO,SP.POP.GROW,Data sources: United Nations World Population Prospects
TTO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TUN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data and short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
TUN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TUN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUN,FB.AST.NPER.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
TUN,FB.BNK.CAPA.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
TUN,SM.POP.NETM,Data sources : United Nations World Population Prospects
TUN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
TUN,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TUN,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TUN,SP.DYN.CBRT.IN,"Data sources : National Bureau of Statistics, United Nations World Population Prospects"
TUN,SP.DYN.CDRT.IN,"Data sources : National Bureau of Statistics, United Nations World Population Prospects"
TUN,SP.DYN.LE00.FE.IN,"Data sources : National Bureau of Statistics, United Nations World Population Prospects"
TUN,SP.DYN.LE00.IN,Derived using male and female life expectancy
TUN,SP.DYN.LE00.MA.IN,"Data sources : National Bureau of Statistics, United Nations World Population Prospects"
TUN,SP.DYN.TFRT.IN,"Data sources : National Bureau of Statistics, United Nations World Population Prospects"
TUN,SP.POP.GROW,"Data sources: National Bureau of Statistics, 1994 Census"
TUN,SP.POP.TOTL,"Data sources : National Bureau of Statistics, 1994 Census"
TUR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
TUR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TUR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUR,SM.POP.NETM,Data sources : United Nations World Population Prospects
TUR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
TUR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
TUR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
TUR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TUR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TUR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TUR,SP.DYN.LE00.IN,Derived using male and female life expectancy
TUR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TUR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TUR,SP.POP.GROW,"Data sources: United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
TUR,SP.POP.TOTL,"Data sources : United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
TUV,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
TUV,SP.POP.GROW,Data sources: United Nations World Population Prospects
TUV,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TZA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt for 2014 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
TZA,DT.DOD.DPPG.CD,Data include debt liabilities of Zanzibar.
TZA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TZA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TZA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TZA,NE.CON.PRVT.PC.KD,Covers mainland Tanzania only.
TZA,NE.CON.PRVT.PC.KD.ZG,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.CD,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.CN,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.KD,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.KD.ZG,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.KN,Covers mainland Tanzania only.
TZA,NY.GDP.PCAP.PP.CD,Covers mainland Tanzania only.
